timestamp,open,high,low,close,volume,returns,log_returns,volatility_1h,volatility_24h,sma_6h,sma_12h,sma_24h,ema_6h,ema_12h,ema_24h,macd,macd_signal,macd_hist,rsi_14,bb_middle,bb_std,bb_upper,bb_lower,bb_width,volume_change,volume_ma_6h,volume_ma_24h,volume_ratio,hour,day_of_week,is_weekend
2024-11-01 05:00:00,69592.0,69670.9,69526.0,69609.29,441.90421,0.00024844809748247876,0.0002484172393648954,,,69621.15166666667,69974.48166666667,,69681.72365778379,69881.34172138612,70082.60070574195,-201.2589843558235,-118.34950722064728,-82.9094771351762,37.960158734489454,,,,,,-0.34084356303848684,1308.06591,,,5,4,0
2024-11-01 06:00:00,69609.28,69699.14,69212.12,69212.13,1307.31559,-0.005705560277945554,-0.005721899164964202,,,69460.88500000001,69856.02,,69547.55404127414,69778.3860719421,70012.9630492826,-234.57697734048998,-141.59500124461582,-92.98197609587416,33.880809037407815,,,,,,1.9583687152471345,1385.8763583333332,,,6,4,0
2024-11-01 07:00:00,69212.13,69420.13,69080.0,69273.7,1420.50492,0.0008895839500964176,0.0008891885047980993,,,69439.5,69787.8225,,69469.31002948152,69700.7420608741,69953.82200533999,-253.07994446589146,-163.89198988887097,-89.18795457702049,27.610335286554616,,,,,,0.08658148871306603,1260.6748616666666,,,7,4,0
2024-11-01 08:00:00,69273.7,69538.0,69237.26,69376.1,882.41902,0.001478194466298266,0.0014771030123132728,,,69405.535,69733.60333333333,,69442.6785924868,69650.79712843192,69907.60424491279,-256.80711648086435,-182.47501520726965,-74.3321012735947,31.097188861264897,,,,,,-0.37879903999206144,940.7276683333333,,,8,4,0
2024-11-01 09:00:00,69376.1,69588.0,69324.0,69534.9,486.09866,0.002288972715387416,0.0022863570081028137,,,69433.02,69657.97916666667,,69469.027566062,69632.96680098085,69877.78790531977,-244.82110433891648,-194.94423303359903,-49.87687130531745,40.53594056277809,,,,,,-0.44912943966234997,868.1085166666667,,,9,4,0
2024-11-01 10:00:00,69534.9,70156.0,69524.28,69989.65,1759.86747,0.0065398814120678495,0.0065185891697022045,,,69499.295,69617.11666666667,,69617.77683290142,69687.84113929149,69886.7368728942,-198.8957336027088,-195.734533147421,-3.1612004552877977,49.443747712284924,,,,,,2.6203915271027487,1049.6849783333334,,,10,4,0
2024-11-01 11:00:00,69989.64,70228.0,69987.77,70002.01,1130.24211,0.00017659753977916637,0.0001765819482692262,,,69564.74833333334,69592.95,,69727.55773778673,69736.17481016972,69895.95872306266,-159.78391289294814,-188.54440909652644,28.7604962035783,42.48426470789003,69913.55649999999,491.31554865509366,70896.18759731019,68930.9254026898,0.028109887309486072,-0.3577686222019889,1164.4079616666666,,,11,4,0
2024-11-01 12:00:00,70002.01,70467.65,69897.02,70354.87,1876.81718,0.005040712402401004,0.0050280505436724595,,,69755.205,69608.045,,69906.78981270481,69831.35868552822,69932.67162521766,-101.31293968943646,-171.09811521510846,69.785175525672,48.07193903179373,69911.121,488.8732663337007,70888.8675326674,68933.3744673326,0.027971130163036553,0.6605443766380286,1259.3248933333332,,,12,4,0
2024-11-01 13:00:00,70354.86,71220.0,70142.0,71200.44,2985.26242,0.012018642064152818,0.011946991707617757,,,70076.32833333332,69757.91416666667,,70276.404151932,70041.98658006234,70034.09309520025,7.893484862084733,-135.29979519966983,143.19328006175456,61.638928392974,69931.87899999999,534.6182098312312,71001.11541966246,68862.64258033752,0.03057937052320501,0.5905984087379252,1520.1178099999997,,,13,4,0
2024-11-01 14:00:00,71200.43,71632.95,70912.6,71271.17,3312.2471,0.0009933927374605744,0.0009928996494215207,,,70392.17333333332,69898.85416666667,,70560.62296566571,70231.0917215912,70133.05924758423,98.03247400697728,-88.63334135834042,186.6658153653177,64.23398184176409,69963.75399999999,594.3322408552242,71152.41848171044,68775.08951828953,0.03397943688700448,0.10953297700374365,1925.0891566666667,,,14,4,0
2024-11-01 15:00:00,71271.17,71360.0,69044.0,69387.77,4408.92622,-0.026425832492998125,-0.026781270624052257,,,70367.65166666667,69900.33583333333,70020.22416666667,70225.52211833265,70101.34991826948,70073.4361077775,27.913810491983895,-65.32391098827556,93.23772148025945,49.856644680148605,69928.53899999999,607.0583118518462,71142.65562370369,68714.4223762963,0.03472449563700154,0.33109822029884195,2578.89375,1583.0517691666666,2.7850802518738225,15,4,0
2024-11-01 16:00:00,69387.78,70515.16,69352.0,69920.73,2872.61732,0.007680892468514111,0.007651544596725235,,0.03677627871684773,70356.165,69927.73,70000.10541666666,70138.43865595189,70073.56223853571,70061.2196191553,12.34261938041891,-49.790604914536665,62.133224294955575,53.20232404317369,69923.23899999999,606.6184873100293,71136.47597462004,68710.00202537993,0.03470196724210836,-0.3484542093335371,2764.3520583333334,1613.19273125,1.7807031139881973,16,4,0
2024-11-01 17:00:00,69920.72,70181.83,69475.0,69586.01,2260.1192,-0.004787135374587748,-0.0047986304073259906,,0.03654691307553342,70286.83166666667,69925.79,69950.13583333332,69980.6018971085,69998.5542018379,70023.20284962287,-24.64864778496849,-44.76221348862303,20.113565703654544,51.98307929012326,69880.42,598.2109334111371,71076.84186682227,68683.99813317772,0.03424197698932762,-0.2132195317961808,2952.664906666667,1657.0138333333334,1.3639712321854485,17,4,0
2024-11-01 18:00:00,69586.01,69636.37,69066.07,69151.66,1455.45627,-0.006241915580444846,-0.006261477781725323,,0.03694529330580525,70086.29666666666,69920.75083333334,69888.38541666667,69743.7613550775,69868.26278617054,69953.47942165304,-85.21663548250217,-52.85309788739886,-32.36353759510331,46.109328281721595,69814.003,601.8673004478754,71017.73760089575,68610.26839910424,0.034484044723685416,-0.3560267661988802,2882.438088333334,1658.3263870833334,0.8776657486345968,18,4,0
