timestamp,open,high,low,close,volume,returns,log_returns,volatility_1h,volatility_24h,sma_6h,sma_12h,sma_24h,ema_6h,ema_12h,ema_24h,macd,macd_signal,macd_hist,rsi_14,bb_middle,bb_std,bb_upper,bb_lower,bb_width,volume_change,volume_ma_6h,volume_ma_24h,volume_ratio,hour,day_of_week,is_weekend,future_return_24h,price_up_24h,future_volatility_24h
2024-11-01 05:00:00,69592.0,69670.9,69526.0,69609.29,441.90421,0.0002484480974824,0.0002484172393648,,,69621.15166666667,69974.48166666667,,69681.72365778379,69881.34172138612,70082.60070574195,-201.2589843558235,-118.34950722064728,-82.9094771351762,37.960158734489454,,,,,,-0.3408435630384868,1308.06591,,,5,4,0,0.0014467896454626317,1,0.033797372536614356
2024-11-01 06:00:00,69609.28,69699.14,69212.12,69212.13,1307.31559,-0.0057055602779455,-0.0057218991649642,,,69460.88500000001,69856.02,,69547.55404127414,69778.3860719421,70012.9630492826,-234.57697734049,-141.59500124461582,-92.98197609587416,33.880809037407815,,,,,,1.9583687152471343,1385.8763583333332,,,6,4,0,0.007697061194331001,1,0.03325359603323795
2024-11-01 07:00:00,69212.13,69420.13,69080.0,69273.7,1420.50492,0.0008895839500964,0.000889188504798,,,69439.5,69787.8225,,69469.31002948152,69700.7420608741,69953.82200533999,-253.07994446589143,-163.89198988887097,-89.18795457702049,27.610335286554616,,,,,,0.086581488713066,1260.6748616666666,,,7,4,0,0.007798197584364619,1,0.03325547425531904
2024-11-01 08:00:00,69273.7,69538.0,69237.26,69376.1,882.41902,0.0014781944662982,0.0014771030123132,,,69405.535,69733.60333333333,,69442.6785924868,69650.79712843192,69907.60424491279,-256.80711648086435,-182.47501520726965,-74.3321012735947,31.097188861264897,,,,,,-0.3787990399920614,940.7276683333332,,,8,4,0,0.0036734552677362142,1,0.03336229388212018
2024-11-01 09:00:00,69376.1,69588.0,69324.0,69534.9,486.09866,0.0022889727153874,0.0022863570081028,,,69433.02,69657.97916666667,,69469.027566062,69632.96680098085,69877.78790531977,-244.82110433891648,-194.94423303359903,-49.87687130531745,40.53594056277809,,,,,,-0.4491294396623499,868.1085166666667,,,9,4,0,0.00034457517016650563,1,0.033308096197119816
2024-11-01 10:00:00,69534.9,70156.0,69524.28,69989.65,1759.86747,0.0065398814120678,0.0065185891697022,,,69499.295,69617.11666666667,,69617.77683290142,69687.84113929149,69886.7368728942,-198.8957336027088,-195.734533147421,-3.1612004552877977,49.443747712284924,,,,,,2.6203915271027487,1049.6849783333334,,,10,4,0,-0.005229630381063388,0,0.032630762612865044
2024-11-01 11:00:00,69989.64,70228.0,69987.77,70002.01,1130.24211,0.0001765975397791,0.0001765819482692,,,69564.74833333334,69592.95,,69727.55773778673,69736.17481016972,69895.95872306266,-159.78391289294814,-188.54440909652644,28.7604962035783,42.48426470789003,69913.55649999999,491.31554865509366,70896.18759731019,68930.9254026898,0.028109887309486,-0.3577686222019889,1164.4079616666666,,,11,4,0,-0.005628552665844833,0,0.03262843624530606
2024-11-01 12:00:00,70002.01,70467.65,69897.02,70354.87,1876.81718,0.005040712402401,0.0050280505436724,,,69755.205,69608.045,,69906.78981270481,69831.35868552822,69932.67162521766,-101.31293968943646,-171.09811521510846,69.785175525672,48.07193903179373,69911.121,488.8732663337007,70888.8675326674,68933.3744673326,0.0279711301630365,0.6605443766380286,1259.3248933333332,,,12,4,0,-0.012732878335216746,0,0.03220924689530563
2024-11-01 13:00:00,70354.86,71220.0,70142.0,71200.44,2985.26242,0.0120186420641528,0.0119469917076177,,,70076.32833333332,69757.91416666667,,70276.404151932,70041.98658006234,70034.09309520025,7.893484862084733,-135.29979519966983,143.19328006175456,61.638928392974,69931.87899999999,534.6182098312312,71001.11541966246,68862.64258033752,0.030579370523205,0.5905984087379252,1520.1178099999995,,,13,4,0,-0.02576458797164738,0,0.02943678209699351
2024-11-01 14:00:00,71200.43,71632.95,70912.6,71271.17,3312.2471,0.0009933927374605,0.0009928996494215,,,70392.17333333332,69898.85416666667,,70560.62296566571,70231.0917215912,70133.05924758423,98.03247400697728,-88.63334135834042,186.6658153653177,64.23398184176409,69963.75399999999,594.3322408552242,71152.41848171044,68775.08951828953,0.0339794368870044,0.1095329770037436,1925.089156666667,,,14,4,0,-0.028169735392305273,0,0.029359704182558313
